old_product_code,historical_period,total_monthly_sales,market_region
ART-1102-MID-M,2023-09,4313,North America
ART-1259-CLA-M,2024-01,4730,North America
ART-1146-OLI-M,2024-01,2611,North America
ART-1129-MID-XL,2024-04,1656,Asia
ART-1168-OLI-S,2023-09,2805,Europe
ART-1394-MID-S,2024-10,1377,Europe
ART-1351-OLI-L,2023-06,2839,North America
ART-1110-OLI-XL,2024-06,4832,Europe
ART-1437-CLA-S,2024-02,3753,Asia
ART-1058-CLA-M,2024-10,3136,North America
ART-1493-NAV-S,2023-07,1322,Asia
ART-1165-MID-S,2024-01,1512,Asia
ART-1152-CLA-XL,2025-01,4229,Asia
ART-1410-MID-L,2023-09,1133,Europe
ART-1304-MID-L,2023-09,2012,Asia
ART-1337-CLA-L,2024-09,2159,North America
ART-1163-CLA-M,2024-10,3061,North America
ART-1084-OLI-XS,2023-10,1165,Asia
ART-1002-NAV-XS,2023-06,1037,Asia
ART-1467-MID-XL,2024-04,2907,Europe
ART-1300-MID-XL,2023-10,2922,Asia
ART-1062-NAV-S,2023-07,2768,Europe
ART-1090-OLI-XL,2024-05,2553,Asia
ART-1114-MID-XS,2023-12,3244,North America
ART-1301-MID-M,2024-11,4203,North America
ART-1103-OLI-S,2024-07,4237,Asia
ART-1358-CLA-XL,2024-05,1586,Asia
ART-1222-CLA-XS,2024-07,2125,North America
ART-1313-CLA-XL,2024-04,2657,Asia
ART-1477-CLA-XL,2025-01,1981,Asia
ART-1434-MID-M,2024-11,2017,Asia
ART-1176-NAV-XL,2024-09,1541,Europe
ART-1295-MID-S,2025-01,2166,Europe
ART-1079-MID-L,2024-07,4140,North America
ART-1131-OLI-XL,2023-09,2650,Europe
ART-1063-MID-S,2023-05,3477,Europe
ART-1304-NAV-L,2023-10,3252,Europe
ART-1308-NAV-L,2023-07,1477,Europe
ART-1099-MID-XS,2024-09,1739,Europe
ART-1418-NAV-XL,2024-11,1801,North America
ART-1060-OLI-XS,2024-10,3991,Europe
ART-1328-NAV-L,2024-11,4605,Europe
ART-1187-MID-M,2023-09,2083,Asia
ART-1389-OLI-S,2023-10,3836,Europe
ART-1352-CLA-XS,2023-12,1985,Asia
ART-1325-CLA-XL,2024-07,4413,Asia
ART-1492-CLA-S,2024-10,3980,North America
ART-1281-OLI-S,2024-01,1118,Asia
ART-1391-CLA-S,2024-06,2753,Asia
ART-1008-CLA-M,2024-09,2159,Europe
ART-1050-CLA-S,2024-06,2565,Europe
ART-1318-NAV-M,2023-06,4293,North America
ART-1188-OLI-XL,2024-01,2381,North America
ART-1231-NAV-XL,2024-08,3846,Asia
ART-1123-OLI-XS,2024-03,1838,Europe
ART-1077-MID-S,2023-11,3546,Europe
ART-1017-OLI-M,2024-05,3725,North America
ART-1313-OLI-L,2024-10,2407,Europe
ART-1492-NAV-S,2024-01,4231,Europe
ART-1220-OLI-XL,2024-03,1145,North America
ART-1335-MID-M,2023-09,2525,Asia
ART-1296-CLA-M,2023-06,1898,Asia
ART-1164-MID-XS,2024-09,3962,North America
ART-1178-NAV-S,2024-10,1903,Asia
ART-1151-MID-M,2024-03,4584,North America
ART-1409-MID-XS,2023-12,1915,Europe
ART-1397-MID-M,2023-06,1992,Europe
ART-1429-CLA-S,2024-08,4974,North America
ART-1445-MID-M,2024-07,2890,Europe
ART-1067-OLI-XS,2024-01,1426,Europe
ART-1299-MID-L,2024-05,2041,North America
ART-1110-NAV-XS,2023-07,2149,North America
ART-1225-MID-XL,2024-07,2096,North America
ART-1340-CLA-S,2024-07,3874,Asia
ART-1356-MID-S,2024-08,1880,Europe
ART-1118-NAV-XL,2023-05,4123,Asia
ART-1393-OLI-L,2023-08,4809,Europe
ART-1042-MID-S,2023-08,2092,Europe
ART-1465-CLA-XL,2024-07,1580,Europe
ART-1319-CLA-L,2023-10,2623,North America
ART-1019-CLA-L,2023-08,1446,Europe
ART-1395-CLA-L,2025-02,2007,Asia
ART-1343-MID-S,2024-09,4922,North America
ART-1130-OLI-XL,2023-08,2369,North America
ART-1201-OLI-L,2024-09,3263,Asia
ART-1252-OLI-S,2024-09,3725,Asia
ART-1453-MID-L,2024-06,4948,Europe
ART-1136-MID-L,2023-08,3271,Asia
ART-1073-OLI-XS,2024-06,3914,Europe
ART-1486-MID-S,2024-02,4639,Asia
ART-1069-NAV-XS,2023-09,2727,North America
ART-1342-MID-S,2024-10,4004,Asia
ART-1178-CLA-S,2024-08,2306,North America
ART-1380-MID-XL,2024-05,2728,North America
ART-1483-OLI-XL,2025-01,1275,North America
ART-1345-MID-S,2023-08,1701,Asia
ART-1402-CLA-S,2024-11,1029,Asia
ART-1180-OLI-XL,2024-10,4015,North America
ART-1103-MID-M,2024-06,4485,Asia
ART-1221-CLA-S,2025-01,4069,North America
ART-1126-NAV-S,2024-09,1730,Europe
ART-1496-NAV-XS,2024-12,2645,Europe
ART-1118-NAV-XL,2023-05,3704,Europe
ART-1461-MID-L,2024-06,1081,North America
ART-1366-CLA-S,2023-08,1128,North America
ART-1338-OLI-S,2024-11,2504,North America
ART-1438-MID-XL,2023-07,1834,Asia
ART-1181-NAV-M,2024-01,3270,Asia
ART-1337-MID-XS,2024-12,1433,North America
ART-1038-OLI-XS,2023-05,4021,Europe
ART-1324-OLI-XS,2024-07,4495,Asia
ART-1022-CLA-S,2024-09,2332,Europe
ART-1272-NAV-XL,2024-08,2209,North America
ART-1003-MID-XL,2024-01,2978,Asia
ART-1175-NAV-M,2024-05,4255,North America
ART-1272-MID-XL,2024-08,2177,Asia
ART-1128-OLI-L,2023-09,4767,Asia
ART-1325-MID-XS,2023-07,1875,Europe
ART-1440-MID-XL,2024-02,2275,North America
ART-1347-NAV-XL,2024-03,2728,Asia
ART-1061-NAV-S,2024-10,1432,Asia
ART-1030-CLA-S,2024-03,1681,North America
ART-1462-OLI-L,2024-01,3617,Europe
ART-1456-MID-S,2023-09,2320,Asia
ART-1350-NAV-L,2023-12,3161,Europe
ART-1471-NAV-M,2025-01,2541,North America
ART-1029-NAV-XS,2024-09,1275,Europe
ART-1312-OLI-L,2024-12,2931,North America
ART-1104-OLI-L,2024-08,1192,North America
ART-1337-MID-M,2023-06,2098,North America
ART-1014-NAV-XS,2023-09,3015,Europe
ART-1241-OLI-XS,2024-12,1918,Asia
ART-1244-CLA-L,2024-11,2697,Asia
ART-1498-NAV-L,2024-09,1661,Asia
ART-1460-OLI-XL,2023-08,4591,Europe
ART-1022-MID-XS,2023-08,1377,Europe
ART-1295-MID-M,2024-02,2513,Europe
ART-1234-NAV-XL,2024-05,4470,Europe
ART-1354-OLI-XL,2024-07,4968,Asia
ART-1453-OLI-XL,2024-12,4187,Asia
ART-1390-CLA-L,2024-10,1288,Asia
ART-1362-MID-M,2024-04,3116,Asia
ART-1492-CLA-S,2023-10,4183,Europe
ART-1209-NAV-S,2024-12,3160,Europe
ART-1401-OLI-XS,2024-01,4006,Asia
ART-1473-NAV-XS,2025-01,3148,Asia
ART-1479-NAV-XS,2024-10,3372,Europe
ART-1150-CLA-S,2024-11,1562,Europe
ART-1275-NAV-S,2024-05,2046,North America
ART-1255-MID-XS,2024-04,4642,Asia
ART-1136-MID-XS,2023-12,4974,North America
ART-1484-MID-XS,2024-02,1451,North America
ART-1186-OLI-L,2024-09,1738,Asia
ART-1398-MID-M,2024-12,2530,Europe
ART-1139-NAV-XL,2024-05,3842,North America
ART-1318-CLA-L,2023-10,2986,Asia
ART-1222-CLA-XL,2024-02,2298,North America
ART-1349-MID-M,2023-06,1640,North America
ART-1161-MID-M,2025-02,4289,Asia
ART-1163-CLA-S,2023-12,2993,Europe
ART-1002-OLI-L,2025-01,1445,Asia
ART-1276-NAV-S,2023-06,2888,Asia
ART-1500-NAV-M,2023-12,2309,North America
ART-1036-MID-XL,2023-09,1450,Asia
ART-1296-NAV-XS,2024-10,2970,Asia
ART-1120-CLA-M,2023-12,3827,North America
ART-1490-CLA-XL,2025-01,3220,Asia
ART-1055-MID-L,2024-05,4125,Asia
ART-1386-NAV-M,2023-12,4850,Asia
ART-1417-CLA-S,2024-06,1781,Asia
ART-1389-CLA-XL,2023-12,1844,Europe
ART-1334-CLA-XL,2024-10,3448,Asia
ART-1464-OLI-XL,2024-05,4617,North America
ART-1429-MID-XS,2023-08,2017,North America
ART-1160-MID-M,2024-11,1347,North America
ART-1408-MID-L,2023-12,1786,Europe
ART-1374-CLA-XS,2023-06,3867,Europe
ART-1270-CLA-L,2024-08,1439,North America
ART-1289-NAV-M,2024-02,2718,North America
ART-1472-CLA-M,2024-04,2543,Asia
ART-1340-OLI-XL,2025-01,3562,Europe
ART-1459-MID-S,2024-11,2782,North America
ART-1268-CLA-XL,2024-03,3382,North America
ART-1239-OLI-XL,2023-09,3650,North America
ART-1319-NAV-M,2024-06,4600,Europe
ART-1415-OLI-XS,2024-04,2453,North America
ART-1454-OLI-XL,2023-11,2867,Europe
ART-1352-MID-XL,2024-08,1037,North America
ART-1457-NAV-XS,2023-08,3112,Europe
ART-1324-CLA-XS,2023-12,1604,Asia
ART-1072-MID-L,2024-08,4949,North America
ART-1426-OLI-M,2024-12,2298,North America
ART-1019-OLI-S,2023-06,1691,North America
ART-1447-CLA-XS,2024-01,3344,North America
ART-1010-CLA-M,2023-05,1515,North America
ART-1349-MID-M,2024-01,1186,Asia
ART-1130-MID-S,2023-11,4580,North America
ART-1222-NAV-L,2023-10,3602,North America
ART-1117-OLI-L,2024-06,3122,Asia
ART-1079-MID-M,2023-12,3429,Asia
ART-1324-MID-XL,2024-08,2559,North America
ART-1320-NAV-L,2025-02,1559,North America
ART-1322-MID-M,2024-09,3982,Europe
ART-1460-MID-L,2025-01,2693,Europe
ART-1051-NAV-L,2024-09,4428,North America
ART-1122-NAV-M,2023-05,1091,Asia
ART-1054-OLI-L,2024-01,3898,Asia
ART-1168-NAV-M,2023-08,2500,North America
ART-1391-OLI-M,2023-05,3782,North America
ART-1311-OLI-XL,2024-03,3913,Asia
ART-1377-CLA-M,2023-09,4122,Asia
ART-1486-NAV-L,2024-02,2940,North America
ART-1232-MID-S,2024-09,1093,North America
ART-1215-OLI-L,2023-10,1113,Europe
ART-1385-MID-M,2024-03,3311,Asia
ART-1195-NAV-M,2023-05,4621,Asia
ART-1041-MID-S,2024-08,3438,North America
ART-1268-MID-XL,2024-06,4963,North America
ART-1131-CLA-L,2025-02,4851,Europe
ART-1026-OLI-XL,2023-09,2327,Europe
ART-1393-OLI-S,2024-05,1287,Europe
ART-1470-MID-XS,2023-11,2658,Asia
ART-1079-NAV-S,2023-12,2442,Asia
ART-1107-OLI-M,2024-08,1913,Asia
ART-1183-OLI-XS,2024-01,1892,Asia
ART-1109-OLI-S,2023-06,3418,Europe
ART-1170-CLA-L,2024-03,4085,North America
ART-1236-OLI-L,2024-11,3820,North America
ART-1324-CLA-XL,2024-09,2935,Europe
ART-1186-MID-XL,2024-10,1787,Asia
ART-1135-OLI-L,2023-08,2756,Europe
ART-1136-NAV-XS,2024-05,4009,Europe
ART-1453-OLI-S,2024-04,4303,North America
ART-1155-CLA-S,2024-05,1199,North America
ART-1322-NAV-S,2024-12,1339,Asia
ART-1015-NAV-XS,2024-01,3804,Europe
ART-1351-NAV-XS,2025-02,2592,Europe
ART-1122-NAV-S,2024-02,3896,Asia
ART-1315-MID-XS,2023-08,1491,Asia
ART-1148-MID-XL,2024-08,3006,Europe
ART-1037-CLA-M,2024-11,2341,Asia
ART-1231-CLA-L,2023-06,1548,Asia
ART-1452-OLI-XS,2023-09,3727,Europe
ART-1281-OLI-L,2024-11,2445,Asia
ART-1165-CLA-M,2024-07,4051,Asia
ART-1100-OLI-S,2025-01,2622,Asia
ART-1295-NAV-L,2024-09,1322,Asia
ART-1153-OLI-XL,2024-08,2112,Asia
ART-1288-CLA-L,2023-11,4846,Asia
ART-1229-MID-XL,2023-05,1985,Europe
ART-1018-OLI-XL,2024-12,1758,Europe
ART-1441-OLI-L,2024-07,1776,Asia
ART-1499-MID-XL,2023-10,4389,North America
ART-1052-CLA-L,2024-08,1346,North America
ART-1440-NAV-XS,2023-06,2337,North America
ART-1192-NAV-XL,2024-03,1076,Asia
ART-1343-CLA-L,2023-06,4407,North America
ART-1362-OLI-S,2024-10,2601,Europe
ART-1480-MID-XS,2024-09,1371,Europe
ART-1497-NAV-M,2025-02,3029,North America
ART-1092-MID-S,2024-05,4288,North America
ART-1091-OLI-L,2023-06,4452,Europe
ART-1484-NAV-S,2023-05,1847,Asia
ART-1067-NAV-L,2023-11,4521,Europe
ART-1450-MID-S,2023-05,2175,Asia
ART-1475-CLA-XL,2023-09,3745,Asia
ART-1344-OLI-M,2024-02,4293,Asia
ART-1346-OLI-M,2024-11,2440,Europe
ART-1048-CLA-XS,2023-10,1997,Europe
ART-1380-CLA-XL,2023-10,4374,North America
ART-1124-OLI-XL,2023-09,4117,Asia
ART-1291-MID-XL,2023-12,1944,North America
ART-1275-NAV-M,2023-09,3048,North America
ART-1352-MID-M,2023-09,2116,Europe
ART-1313-OLI-L,2024-06,1263,North America
ART-1339-MID-XS,2023-07,4510,Europe
ART-1012-MID-M,2024-05,2755,North America
ART-1218-MID-S,2024-11,1135,Europe
ART-1464-OLI-L,2024-07,4064,Asia
ART-1266-CLA-L,2024-02,4842,Europe
ART-1407-NAV-M,2024-08,4965,Europe
ART-1195-MID-M,2023-07,2736,North America
ART-1118-CLA-M,2024-01,4877,North America
ART-1243-CLA-M,2023-12,4001,Asia
ART-1488-NAV-S,2024-08,1547,Asia
ART-1324-MID-M,2024-11,1833,Asia
ART-1249-CLA-L,2024-01,2964,Asia
ART-1495-CLA-XL,2024-02,3566,North America
ART-1477-MID-XS,2024-08,4084,North America
ART-1375-OLI-S,2024-10,1182,North America
ART-1027-MID-S,2023-11,4961,North America
ART-1407-CLA-M,2025-01,3559,Asia
ART-1266-MID-L,2023-08,3888,North America
ART-1464-CLA-XL,2023-05,2709,Asia
ART-1287-MID-XL,2023-11,3401,Europe
ART-1421-MID-XL,2024-06,4409,Europe
ART-1447-MID-L,2024-12,1706,Europe
ART-1016-NAV-XS,2023-11,2641,Asia
ART-1489-MID-M,2024-03,1045,Asia
ART-1299-OLI-XL,2024-11,1502,Asia
ART-1118-OLI-M,2023-07,4603,Asia
ART-1494-MID-M,2024-08,3430,Europe
ART-1178-MID-M,2024-05,4982,Europe
ART-1266-MID-L,2024-01,3545,Europe
ART-1145-NAV-L,2023-12,1640,North America
ART-1343-CLA-L,2023-10,4515,Asia
ART-1224-OLI-M,2023-09,1095,Asia
ART-1226-MID-XL,2024-09,1793,Asia
ART-1373-OLI-M,2023-09,1901,Asia
ART-1392-OLI-S,2024-12,2992,Asia
ART-1292-MID-XL,2023-12,2381,Europe
ART-1212-MID-XS,2024-06,4899,Europe
ART-1307-NAV-XS,2024-03,2795,Asia
ART-1062-CLA-M,2024-09,3399,Europe
ART-1341-NAV-XL,2023-06,1673,North America
ART-1012-MID-XS,2023-08,1048,North America
ART-1297-MID-XS,2025-01,4878,North America
ART-1169-NAV-XL,2024-12,1699,Asia
ART-1311-MID-M,2024-08,3519,Europe
ART-1320-CLA-S,2023-09,1546,Europe
ART-1416-OLI-XS,2023-08,1672,Europe
ART-1133-NAV-S,2023-08,2717,Asia
ART-1319-OLI-L,2024-12,1534,Asia
ART-1462-CLA-L,2023-06,2306,Europe
ART-1017-OLI-L,2023-12,2161,Europe
ART-1263-CLA-M,2024-11,4049,Asia
ART-1236-CLA-S,2024-08,4984,Europe
ART-1296-NAV-XS,2024-08,2117,Europe
ART-1456-CLA-L,2024-07,4781,North America
ART-1163-OLI-S,2024-06,3888,Asia
ART-1386-CLA-S,2024-05,3026,Europe
ART-1396-OLI-XS,2024-02,4680,Europe
ART-1397-CLA-XL,2024-08,4796,Asia
ART-1119-CLA-M,2024-05,3504,Europe
ART-1322-MID-S,2024-05,2036,Asia
ART-1189-CLA-XS,2024-05,1670,Europe
ART-1371-NAV-L,2024-09,4670,Asia
ART-1363-CLA-L,2024-05,1093,North America
ART-1378-MID-S,2024-10,2939,Asia
ART-1394-MID-S,2024-09,1623,Europe
ART-1121-MID-L,2024-09,3047,Asia
ART-1474-OLI-S,2023-10,4574,North America
ART-1097-NAV-L,2024-12,4520,Europe
ART-1185-CLA-XL,2023-09,1957,Asia
ART-1344-MID-M,2023-11,2591,Asia
ART-1362-MID-L,2024-10,4797,Europe
ART-1238-NAV-S,2024-04,4618,Asia
ART-1006-OLI-XL,2023-05,1072,Europe
ART-1087-NAV-XL,2024-11,2987,Europe
ART-1151-NAV-S,2024-08,2636,Asia
ART-1298-CLA-XS,2024-08,2221,Asia
ART-1183-OLI-XS,2024-12,3609,North America
ART-1110-OLI-XS,2024-02,3672,North America
ART-1325-NAV-M,2024-07,4138,Europe
ART-1041-NAV-M,2023-10,1108,North America
ART-1194-CLA-M,2024-02,3252,North America
ART-1057-OLI-L,2023-06,3075,Asia
ART-1068-OLI-L,2023-10,4320,Asia
ART-1082-OLI-M,2023-10,3850,Europe
ART-1419-CLA-L,2023-05,4038,Asia
ART-1403-NAV-XL,2024-10,1860,Asia
ART-1348-CLA-M,2023-11,2281,North America
ART-1315-NAV-L,2023-05,1811,Europe
ART-1356-OLI-XS,2023-11,1115,Europe
ART-1287-NAV-L,2024-08,3462,Asia
ART-1052-OLI-M,2023-06,1727,Europe
ART-1105-NAV-XS,2023-06,4152,Europe
ART-1175-OLI-L,2024-10,2525,North America
ART-1139-NAV-L,2023-09,3614,North America
ART-1212-NAV-XS,2024-02,1905,Asia
ART-1084-OLI-S,2024-07,1185,Asia
ART-1377-NAV-M,2023-06,1001,Europe
ART-1329-OLI-XL,2023-09,1072,Asia
ART-1081-MID-XL,2023-07,4964,Europe
ART-1386-CLA-M,2024-06,3833,Europe
ART-1417-OLI-XS,2023-09,2369,North America
ART-1213-NAV-XS,2024-05,2857,Europe
ART-1291-CLA-L,2024-06,3788,Asia
ART-1062-OLI-XS,2023-07,3060,Asia
ART-1498-OLI-XS,2024-04,4635,North America
ART-1442-OLI-L,2024-01,1541,Europe
ART-1069-CLA-XL,2023-08,1719,North America
ART-1286-MID-L,2024-06,3511,Asia
ART-1064-OLI-XS,2024-11,3204,Europe
ART-1153-CLA-S,2024-02,2567,North America
ART-1402-NAV-S,2025-01,2935,Europe
ART-1453-MID-S,2023-05,3751,North America
ART-1063-CLA-M,2024-07,4015,North America
ART-1257-MID-XS,2023-07,4888,North America
ART-1146-MID-XL,2023-12,3221,North America
ART-1096-NAV-S,2024-11,3097,Asia
ART-1096-CLA-XS,2024-11,3641,Europe
ART-1162-NAV-XL,2023-09,3430,Asia
ART-1229-OLI-S,2024-06,4131,Asia
ART-1111-NAV-L,2023-07,2631,Asia
ART-1023-MID-S,2023-09,3092,North America
ART-1264-CLA-XL,2023-07,2508,Asia
ART-1131-NAV-XL,2024-08,4067,North America
ART-1406-NAV-L,2024-07,1487,North America
ART-1127-OLI-XS,2024-02,3329,Europe
ART-1419-MID-M,2024-06,1989,Asia
ART-1195-CLA-XL,2025-01,2034,Asia
ART-1057-MID-XL,2025-01,3455,Europe
ART-1354-CLA-XL,2023-06,2938,North America
ART-1411-CLA-S,2023-07,2092,Asia
ART-1158-MID-XS,2023-11,3349,Asia
ART-1369-NAV-XS,2023-11,1093,Asia
ART-1016-MID-M,2024-03,3809,Asia
ART-1164-MID-L,2024-11,1767,North America
ART-1230-MID-S,2024-12,3870,North America
ART-1053-CLA-XS,2024-03,4285,Asia
ART-1230-MID-M,2024-10,4687,Europe
ART-1312-MID-XS,2023-07,1983,Asia
ART-1008-MID-XS,2023-06,2733,North America
ART-1069-CLA-XS,2024-10,1587,North America
ART-1383-NAV-S,2023-11,1167,Asia
ART-1386-OLI-S,2023-08,1101,Asia
ART-1107-NAV-S,2023-10,2316,North America
ART-1228-CLA-XL,2024-01,1499,Asia
ART-1374-NAV-XS,2025-01,3396,North America
ART-1205-OLI-XL,2023-08,3478,Europe
ART-1444-NAV-XL,2024-08,4606,Europe
ART-1243-OLI-XS,2024-05,2650,North America
ART-1106-MID-L,2023-05,1820,Europe
ART-1125-OLI-S,2023-09,3713,Asia
ART-1400-NAV-M,2024-04,1919,North America
ART-1291-NAV-XL,2023-05,3148,North America
ART-1337-OLI-M,2024-04,3978,Europe
ART-1100-CLA-XS,2023-08,3954,Europe
ART-1449-OLI-S,2024-12,2895,Asia
ART-1147-CLA-L,2024-09,2861,Europe
ART-1132-NAV-L,2024-07,4081,Europe
ART-1183-MID-XS,2025-01,2743,North America
ART-1032-MID-XL,2023-10,4994,North America
ART-1180-CLA-XL,2024-04,1006,North America
ART-1050-OLI-XL,2024-01,4723,North America
ART-1190-CLA-L,2023-12,2240,North America
ART-1070-OLI-XS,2024-09,4207,Europe
ART-1236-NAV-L,2025-01,1115,North America
ART-1121-OLI-L,2024-08,3373,North America
ART-1500-OLI-L,2024-09,1233,Europe
ART-1339-MID-XL,2025-02,2062,North America
ART-1275-NAV-M,2023-08,1319,Asia
ART-1226-NAV-L,2024-03,1427,Europe
ART-1133-OLI-S,2024-04,3140,Europe
ART-1143-NAV-XL,2024-08,3170,Asia
ART-1254-MID-S,2024-08,3639,Asia
ART-1327-CLA-S,2024-03,4371,North America
ART-1295-OLI-M,2024-01,4756,Europe
ART-1457-CLA-XS,2023-11,2619,Asia
ART-1028-OLI-L,2023-09,1579,Europe
ART-1227-OLI-M,2024-02,3166,North America
ART-1101-CLA-XS,2023-06,4486,Europe
ART-1430-NAV-L,2024-04,1283,North America
ART-1156-OLI-L,2023-12,2686,Asia
ART-1317-MID-XL,2025-01,1606,Europe
ART-1270-OLI-XS,2024-08,1275,Europe
ART-1168-NAV-XL,2023-08,1072,Europe
ART-1026-OLI-L,2023-07,4004,Europe
ART-1231-MID-L,2023-05,1305,Europe
ART-1458-MID-M,2024-01,4150,Europe
ART-1411-OLI-L,2023-11,3834,Asia
ART-1184-MID-XS,2023-10,4435,Europe
ART-1406-NAV-XL,2025-01,3868,North America
ART-1408-CLA-L,2023-08,3138,Europe
ART-1460-OLI-XL,2024-01,3082,Asia
ART-1125-NAV-XS,2024-08,3709,Europe
ART-1146-CLA-S,2023-10,4394,Asia
ART-1295-NAV-S,2025-01,1226,North America
ART-1448-CLA-S,2023-06,4612,Asia
ART-1206-CLA-M,2024-04,3032,Asia
ART-1390-NAV-S,2023-09,3237,Asia
ART-1397-CLA-M,2024-12,4677,Asia
ART-1110-MID-S,2024-07,4134,North America
ART-1381-MID-XL,2023-07,3902,Europe
ART-1464-CLA-L,2023-06,1365,Asia
ART-1157-NAV-XS,2024-04,1318,North America
ART-1168-MID-XL,2024-11,4401,Europe
ART-1393-CLA-L,2023-11,1470,North America
ART-1426-MID-XL,2024-06,4756,Europe
ART-1411-MID-L,2024-12,4095,North America
ART-1415-OLI-S,2024-12,2969,Asia
ART-1086-MID-L,2024-06,4383,North America
ART-1424-OLI-M,2024-07,1455,Asia
ART-1053-CLA-S,2024-09,1796,Europe
ART-1498-NAV-S,2023-11,1071,North America
ART-1137-CLA-XL,2024-07,3867,North America
ART-1490-NAV-XS,2024-09,3463,Europe
ART-1265-CLA-L,2024-04,1661,Asia
ART-1142-CLA-XL,2024-08,1836,Europe
ART-1460-OLI-S,2024-02,2051,Asia
ART-1055-MID-M,2024-06,4929,Asia
ART-1314-NAV-M,2024-08,2830,North America
ART-1267-OLI-L,2023-11,1534,Asia
ART-1404-CLA-L,2024-08,3663,Asia
ART-1477-NAV-M,2023-06,2505,Asia
ART-1076-OLI-M,2023-11,2882,North America
ART-1483-MID-M,2024-06,3188,Europe
ART-1123-MID-M,2024-11,4594,Asia
ART-1221-NAV-L,2023-07,3192,Europe
ART-1432-NAV-M,2024-07,3050,Asia
ART-1197-NAV-XS,2025-01,3840,North America
ART-1079-MID-S,2024-03,3087,Asia
ART-1281-MID-XS,2023-06,1934,North America
ART-1099-NAV-XS,2025-02,1798,Asia
ART-1244-OLI-XL,2024-04,4267,Europe
ART-1392-OLI-XS,2024-02,3047,Asia
ART-1483-NAV-M,2024-08,4141,Asia
ART-1200-CLA-L,2024-07,2469,Asia
ART-1007-CLA-XL,2023-11,4103,North America
ART-1001-CLA-M,2024-10,1147,Europe
ART-1211-NAV-XL,2024-06,1258,Asia
ART-1097-CLA-M,2023-06,1567,Europe
ART-1329-MID-S,2024-12,3313,Asia
ART-1099-CLA-L,2023-06,4078,North America
ART-1032-MID-L,2023-06,2927,Europe
ART-1245-NAV-S,2025-01,3152,North America
ART-1418-NAV-XS,2024-05,4275,North America
ART-1441-MID-XL,2023-12,3425,Asia
ART-1046-MID-S,2024-12,3099,Asia
ART-1407-CLA-L,2024-01,4208,Europe
ART-1392-NAV-S,2023-09,1673,North America
ART-1344-CLA-L,2025-01,2151,Europe
ART-1440-CLA-L,2024-02,2433,North America
ART-1048-MID-S,2023-07,3789,North America
ART-1169-NAV-XS,2024-06,1885,Asia
ART-1249-MID-M,2023-10,2140,Europe
ART-1264-OLI-XL,2023-12,2067,Europe
ART-1229-OLI-XL,2024-11,1383,Europe
ART-1408-MID-XL,2024-12,1387,North America
ART-1229-MID-M,2023-07,3485,Asia
ART-1114-NAV-XS,2023-07,1666,Europe
ART-1044-NAV-M,2023-08,1143,Europe
ART-1309-NAV-XL,2024-11,4196,Asia
ART-1246-MID-XS,2024-03,3135,Asia
ART-1060-MID-M,2024-05,4276,Europe
ART-1346-MID-M,2024-08,4267,North America
ART-1355-OLI-XS,2024-10,2750,Europe
ART-1253-OLI-XS,2024-09,4965,Asia
ART-1277-CLA-S,2024-06,3459,Europe
ART-1135-NAV-M,2023-08,3881,North America
ART-1271-OLI-M,2024-04,4451,North America
ART-1216-NAV-M,2024-11,1004,Europe
ART-1395-CLA-M,2024-02,4733,North America
ART-1231-NAV-XL,2023-05,2448,Asia
ART-1013-CLA-S,2024-04,2291,North America
ART-1334-CLA-XS,2024-08,4724,North America
ART-1286-NAV-S,2024-07,1249,Asia
ART-1329-OLI-L,2024-06,4848,North America
ART-1469-NAV-S,2024-11,2518,Asia
ART-1127-NAV-S,2024-11,1826,North America
ART-1005-NAV-XL,2024-05,1751,Europe
ART-1494-CLA-M,2024-12,3786,North America
ART-1036-NAV-XL,2024-04,2368,Europe
ART-1324-CLA-S,2024-08,1287,North America
ART-1065-MID-L,2024-09,3772,Europe
ART-1105-MID-XS,2024-06,3829,Asia
ART-1379-NAV-S,2024-06,1992,Asia
ART-1208-MID-S,2023-12,3704,North America
ART-1352-MID-L,2023-11,2622,North America
ART-1106-NAV-L,2023-07,3190,North America
ART-1437-CLA-XS,2024-05,4617,North America
ART-1469-CLA-L,2023-12,3177,Europe
ART-1011-OLI-XS,2024-01,3154,Europe
ART-1010-MID-L,2023-08,2380,North America
ART-1466-NAV-XS,2023-10,3303,North America
ART-1344-NAV-S,2024-12,1725,Asia
ART-1356-NAV-M,2024-06,4062,North America
ART-1169-NAV-XS,2024-11,4290,Europe
ART-1080-CLA-XL,2023-12,1741,Asia
ART-1405-MID-XL,2023-11,4009,North America
ART-1123-MID-S,2023-12,2437,Europe
ART-1490-NAV-XS,2023-09,1476,Europe
ART-1068-CLA-L,2023-12,4662,Europe
ART-1267-OLI-L,2024-08,1009,Asia
ART-1494-MID-XS,2024-09,1963,Europe
ART-1306-OLI-XS,2024-10,1128,Asia
ART-1071-MID-XS,2024-05,1703,Asia
ART-1034-CLA-L,2024-05,3503,Asia
ART-1384-MID-M,2024-04,3770,North America
ART-1277-MID-XS,2023-07,3840,Asia
ART-1492-OLI-S,2024-04,2068,North America
ART-1213-CLA-XL,2023-06,1320,Asia
ART-1120-MID-S,2024-12,3429,North America
ART-1090-CLA-M,2024-03,2124,North America
ART-1490-OLI-L,2023-07,2938,Europe
ART-1081-MID-S,2023-05,3921,Asia
