product_id,article_id,product_name,color,size,reorder_threshold,max_capacity,unit_cost
ART-1364-MID-M,ART-1364,Slim Fit Denim,Midnight Black,M,185,1000,43.75
ART-1364-MID-L,ART-1364,Slim Fit Denim,Midnight Black,L,122,1000,33.28
ART-1364-MID-XL,ART-1364,Slim Fit Denim,Midnight Black,XL,189,1000,33.21
ART-1364-CLA-XS,ART-1364,Slim Fit Denim,Classic White,XS,152,1000,25.41
ART-1364-CLA-S,ART-1364,Slim Fit Denim,Classic White,S,139,1000,44.88
ART-1364-CLA-M,ART-1364,Slim Fit Denim,Classic White,M,179,1000,18.89
ART-1364-CLA-L,ART-1364,Slim Fit Denim,Classic White,L,163,1000,36.61
ART-1364-CLA-XL,ART-1364,Slim Fit Denim,Classic White,XL,122,1000,26.95
ART-1364-NAV-XS,ART-1364,Slim Fit Denim,Navy Blue,XS,151,1000,44.9
ART-1364-NAV-S,ART-1364,Slim Fit Denim,Navy Blue,S,132,1000,38.22
ART-1364-NAV-M,ART-1364,Slim Fit Denim,Navy Blue,M,191,1000,24.4
ART-1364-NAV-L,ART-1364,Slim Fit Denim,Navy Blue,L,166,1000,36.33
ART-1364-NAV-XL,ART-1364,Slim Fit Denim,Navy Blue,XL,192,1000,21.14
ART-1364-OLI-XS,ART-1364,Slim Fit Denim,Olive Green,XS,107,1000,26.08
ART-1364-OLI-S,ART-1364,Slim Fit Denim,Olive Green,S,163,1000,16.89
ART-1364-OLI-M,ART-1364,Slim Fit Denim,Olive Green,M,200,1000,43.24
ART-1364-OLI-L,ART-1364,Slim Fit Denim,Olive Green,L,196,1000,39.68
ART-1364-OLI-XL,ART-1364,Slim Fit Denim,Olive Green,XL,197,1000,40.17
ART-1365-MID-XS,ART-1365,Summer Dress,Midnight Black,XS,119,1000,30.3
ART-1365-MID-S,ART-1365,Summer Dress,Midnight Black,S,199,1000,12.35
ART-1365-MID-M,ART-1365,Summer Dress,Midnight Black,M,196,1000,44.62
ART-1365-MID-L,ART-1365,Summer Dress,Midnight Black,L,188,1000,33.44
ART-1365-MID-XL,ART-1365,Summer Dress,Midnight Black,XL,100,1000,41.87
ART-1365-CLA-XS,ART-1365,Summer Dress,Classic White,XS,127,1000,36.24
ART-1365-CLA-S,ART-1365,Summer Dress,Classic White,S,145,1000,33.07
ART-1365-CLA-M,ART-1365,Summer Dress,Classic White,M,127,1000,37.6
ART-1365-CLA-L,ART-1365,Summer Dress,Classic White,L,188,1000,16.06
ART-1365-CLA-XL,ART-1365,Summer Dress,Classic White,XL,102,1000,38.03
ART-1365-NAV-XS,ART-1365,Summer Dress,Navy Blue,XS,170,1000,40.17
ART-1365-NAV-S,ART-1365,Summer Dress,Navy Blue,S,113,1000,17.9
ART-1365-NAV-M,ART-1365,Summer Dress,Navy Blue,M,172,1000,14.91
ART-1365-NAV-L,ART-1365,Summer Dress,Navy Blue,L,197,1000,43.16
ART-1365-NAV-XL,ART-1365,Summer Dress,Navy Blue,XL,186,1000,44.04
ART-1365-OLI-XS,ART-1365,Summer Dress,Olive Green,XS,121,1000,40.83
ART-1365-OLI-S,ART-1365,Summer Dress,Olive Green,S,100,1000,26.62
ART-1365-OLI-M,ART-1365,Summer Dress,Olive Green,M,186,1000,40.35
ART-1365-OLI-L,ART-1365,Summer Dress,Olive Green,L,177,1000,14.83
ART-1365-OLI-XL,ART-1365,Summer Dress,Olive Green,XL,114,1000,13.88
ART-1366-MID-XS,ART-1366,Summer Dress,Midnight Black,XS,172,1000,33.3
ART-1366-MID-S,ART-1366,Summer Dress,Midnight Black,S,158,1000,15.82
ART-1366-MID-M,ART-1366,Summer Dress,Midnight Black,M,124,1000,41.81
ART-1366-MID-L,ART-1366,Summer Dress,Midnight Black,L,113,1000,21.03
ART-1366-MID-XL,ART-1366,Summer Dress,Midnight Black,XL,171,1000,22.0
ART-1366-CLA-XS,ART-1366,Summer Dress,Classic White,XS,110,1000,18.5
ART-1366-CLA-S,ART-1366,Summer Dress,Classic White,S,181,1000,29.46
ART-1366-CLA-M,ART-1366,Summer Dress,Classic White,M,192,1000,32.71
ART-1366-CLA-L,ART-1366,Summer Dress,Classic White,L,165,1000,21.6
ART-1366-CLA-XL,ART-1366,Summer Dress,Classic White,XL,187,1000,22.23
ART-1366-NAV-XS,ART-1366,Summer Dress,Navy Blue,XS,187,1000,22.52
ART-1366-NAV-S,ART-1366,Summer Dress,Navy Blue,S,178,1000,12.41
ART-1366-NAV-M,ART-1366,Summer Dress,Navy Blue,M,198,1000,21.06
ART-1366-NAV-L,ART-1366,Summer Dress,Navy Blue,L,112,1000,38.98
ART-1366-NAV-XL,ART-1366,Summer Dress,Navy Blue,XL,184,1000,42.77
ART-1366-OLI-XS,ART-1366,Summer Dress,Olive Green,XS,176,1000,40.57
ART-1366-OLI-S,ART-1366,Summer Dress,Olive Green,S,173,1000,40.77
ART-1366-OLI-M,ART-1366,Summer Dress,Olive Green,M,124,1000,40.51
ART-1366-OLI-L,ART-1366,Summer Dress,Olive Green,L,179,1000,24.67
ART-1366-OLI-XL,ART-1366,Summer Dress,Olive Green,XL,132,1000,42.81
ART-1367-MID-XS,ART-1367,Slim Fit Denim,Midnight Black,XS,192,1000,29.66
ART-1367-MID-S,ART-1367,Slim Fit Denim,Midnight Black,S,161,1000,43.61
ART-1367-MID-M,ART-1367,Slim Fit Denim,Midnight Black,M,112,1000,28.84
ART-1367-MID-L,ART-1367,Slim Fit Denim,Midnight Black,L,136,1000,33.13
ART-1367-MID-XL,ART-1367,Slim Fit Denim,Midnight Black,XL,186,1000,35.59
ART-1367-CLA-XS,ART-1367,Slim Fit Denim,Classic White,XS,137,1000,32.61
ART-1367-CLA-S,ART-1367,Slim Fit Denim,Classic White,S,186,1000,35.8
ART-1367-CLA-M,ART-1367,Slim Fit Denim,Classic White,M,162,1000,20.74
ART-1367-CLA-L,ART-1367,Slim Fit Denim,Classic White,L,103,1000,26.97
ART-1367-CLA-XL,ART-1367,Slim Fit Denim,Classic White,XL,157,1000,19.87
ART-1367-NAV-XS,ART-1367,Slim Fit Denim,Navy Blue,XS,151,1000,19.38
ART-1367-NAV-S,ART-1367,Slim Fit Denim,Navy Blue,S,187,1000,25.2
ART-1367-NAV-M,ART-1367,Slim Fit Denim,Navy Blue,M,149,1000,44.26
ART-1367-NAV-L,ART-1367,Slim Fit Denim,Navy Blue,L,187,1000,12.72
ART-1367-NAV-XL,ART-1367,Slim Fit Denim,Navy Blue,XL,191,1000,14.29
ART-1367-OLI-XS,ART-1367,Slim Fit Denim,Olive Green,XS,151,1000,18.34
ART-1367-OLI-S,ART-1367,Slim Fit Denim,Olive Green,S,197,1000,35.08
ART-1367-OLI-M,ART-1367,Slim Fit Denim,Olive Green,M,164,1000,30.66
ART-1367-OLI-L,ART-1367,Slim Fit Denim,Olive Green,L,127,1000,42.94
ART-1367-OLI-XL,ART-1367,Slim Fit Denim,Olive Green,XL,160,1000,40.28
ART-1368-MID-XS,ART-1368,Oversized Hoodie,Midnight Black,XS,124,1000,26.42
ART-1368-MID-S,ART-1368,Oversized Hoodie,Midnight Black,S,165,1000,36.29
ART-1368-MID-M,ART-1368,Oversized Hoodie,Midnight Black,M,185,1000,44.9
ART-1368-MID-L,ART-1368,Oversized Hoodie,Midnight Black,L,199,1000,38.19
ART-1368-MID-XL,ART-1368,Oversized Hoodie,Midnight Black,XL,135,1000,38.53
ART-1368-CLA-XS,ART-1368,Oversized Hoodie,Classic White,XS,114,1000,13.82
ART-1368-CLA-S,ART-1368,Oversized Hoodie,Classic White,S,130,1000,20.05
ART-1368-CLA-M,ART-1368,Oversized Hoodie,Classic White,M,116,1000,18.84
ART-1368-CLA-L,ART-1368,Oversized Hoodie,Classic White,L,196,1000,33.1
ART-1368-CLA-XL,ART-1368,Oversized Hoodie,Classic White,XL,184,1000,15.11
ART-1368-NAV-XS,ART-1368,Oversized Hoodie,Navy Blue,XS,151,1000,16.39
ART-1368-NAV-S,ART-1368,Oversized Hoodie,Navy Blue,S,177,1000,18.86
ART-1368-NAV-M,ART-1368,Oversized Hoodie,Navy Blue,M,164,1000,28.51
ART-1368-NAV-L,ART-1368,Oversized Hoodie,Navy Blue,L,197,1000,17.54
ART-1368-NAV-XL,ART-1368,Oversized Hoodie,Navy Blue,XL,109,1000,33.87
ART-1368-OLI-XS,ART-1368,Oversized Hoodie,Olive Green,XS,139,1000,40.58
ART-1368-OLI-S,ART-1368,Oversized Hoodie,Olive Green,S,136,1000,17.59
ART-1368-OLI-M,ART-1368,Oversized Hoodie,Olive Green,M,133,1000,15.61
ART-1368-OLI-L,ART-1368,Oversized Hoodie,Olive Green,L,176,1000,13.75
ART-1368-OLI-XL,ART-1368,Oversized Hoodie,Olive Green,XL,168,1000,29.74
ART-1369-MID-XS,ART-1369,Slim Fit Denim,Midnight Black,XS,135,1000,38.42
ART-1369-MID-S,ART-1369,Slim Fit Denim,Midnight Black,S,194,1000,33.69
ART-1369-MID-M,ART-1369,Slim Fit Denim,Midnight Black,M,140,1000,12.81
ART-1369-MID-L,ART-1369,Slim Fit Denim,Midnight Black,L,136,1000,13.2
ART-1369-MID-XL,ART-1369,Slim Fit Denim,Midnight Black,XL,151,1000,33.74
ART-1369-CLA-XS,ART-1369,Slim Fit Denim,Classic White,XS,182,1000,27.88
ART-1369-CLA-S,ART-1369,Slim Fit Denim,Classic White,S,157,1000,30.38
ART-1369-CLA-M,ART-1369,Slim Fit Denim,Classic White,M,146,1000,29.21
ART-1369-CLA-L,ART-1369,Slim Fit Denim,Classic White,L,157,1000,27.29
ART-1369-CLA-XL,ART-1369,Slim Fit Denim,Classic White,XL,127,1000,28.41
ART-1369-NAV-XS,ART-1369,Slim Fit Denim,Navy Blue,XS,178,1000,14.12
ART-1369-NAV-S,ART-1369,Slim Fit Denim,Navy Blue,S,119,1000,32.95
ART-1369-NAV-M,ART-1369,Slim Fit Denim,Navy Blue,M,113,1000,13.3
ART-1369-NAV-L,ART-1369,Slim Fit Denim,Navy Blue,L,151,1000,13.07
ART-1369-NAV-XL,ART-1369,Slim Fit Denim,Navy Blue,XL,116,1000,38.18
ART-1369-OLI-XS,ART-1369,Slim Fit Denim,Olive Green,XS,144,1000,42.19
ART-1369-OLI-S,ART-1369,Slim Fit Denim,Olive Green,S,103,1000,28.24
ART-1369-OLI-M,ART-1369,Slim Fit Denim,Olive Green,M,146,1000,23.9
ART-1369-OLI-L,ART-1369,Slim Fit Denim,Olive Green,L,114,1000,25.8
ART-1369-OLI-XL,ART-1369,Slim Fit Denim,Olive Green,XL,100,1000,15.84
ART-1370-MID-XS,ART-1370,Graphic Tee,Midnight Black,XS,108,1000,22.52
ART-1370-MID-S,ART-1370,Graphic Tee,Midnight Black,S,131,1000,22.46
ART-1370-MID-M,ART-1370,Graphic Tee,Midnight Black,M,182,1000,28.07
ART-1370-MID-L,ART-1370,Graphic Tee,Midnight Black,L,153,1000,35.13
ART-1370-MID-XL,ART-1370,Graphic Tee,Midnight Black,XL,191,1000,12.18
ART-1370-CLA-XS,ART-1370,Graphic Tee,Classic White,XS,116,1000,43.91
ART-1370-CLA-S,ART-1370,Graphic Tee,Classic White,S,149,1000,37.81
ART-1370-CLA-M,ART-1370,Graphic Tee,Classic White,M,116,1000,30.32
ART-1370-CLA-L,ART-1370,Graphic Tee,Classic White,L,165,1000,40.7
ART-1370-CLA-XL,ART-1370,Graphic Tee,Classic White,XL,175,1000,38.77
ART-1370-NAV-XS,ART-1370,Graphic Tee,Navy Blue,XS,154,1000,28.59
ART-1370-NAV-S,ART-1370,Graphic Tee,Navy Blue,S,134,1000,33.46
ART-1370-NAV-M,ART-1370,Graphic Tee,Navy Blue,M,114,1000,22.32
ART-1370-NAV-L,ART-1370,Graphic Tee,Navy Blue,L,187,1000,17.79
ART-1370-NAV-XL,ART-1370,Graphic Tee,Navy Blue,XL,197,1000,44.61
ART-1370-OLI-XS,ART-1370,Graphic Tee,Olive Green,XS,139,1000,28.7
ART-1370-OLI-S,ART-1370,Graphic Tee,Olive Green,S,177,1000,16.48
ART-1370-OLI-M,ART-1370,Graphic Tee,Olive Green,M,121,1000,44.35
ART-1370-OLI-L,ART-1370,Graphic Tee,Olive Green,L,118,1000,40.97
ART-1370-OLI-XL,ART-1370,Graphic Tee,Olive Green,XL,184,1000,32.97
ART-1371-MID-XS,ART-1371,Oversized Hoodie,Midnight Black,XS,109,1000,26.9
ART-1371-MID-S,ART-1371,Oversized Hoodie,Midnight Black,S,158,1000,29.47
ART-1371-MID-M,ART-1371,Oversized Hoodie,Midnight Black,M,184,1000,20.16
ART-1371-MID-L,ART-1371,Oversized Hoodie,Midnight Black,L,134,1000,24.9
ART-1371-MID-XL,ART-1371,Oversized Hoodie,Midnight Black,XL,143,1000,19.17
ART-1371-CLA-XS,ART-1371,Oversized Hoodie,Classic White,XS,161,1000,36.92
ART-1371-CLA-S,ART-1371,Oversized Hoodie,Classic White,S,199,1000,24.41
ART-1371-CLA-M,ART-1371,Oversized Hoodie,Classic White,M,123,1000,32.78
ART-1371-CLA-L,ART-1371,Oversized Hoodie,Classic White,L,105,1000,31.28
ART-1371-CLA-XL,ART-1371,Oversized Hoodie,Classic White,XL,139,1000,34.89
ART-1371-NAV-XS,ART-1371,Oversized Hoodie,Navy Blue,XS,167,1000,42.78
ART-1371-NAV-S,ART-1371,Oversized Hoodie,Navy Blue,S,174,1000,41.48
ART-1371-NAV-M,ART-1371,Oversized Hoodie,Navy Blue,M,198,1000,15.17
ART-1371-NAV-L,ART-1371,Oversized Hoodie,Navy Blue,L,145,1000,17.36
ART-1371-NAV-XL,ART-1371,Oversized Hoodie,Navy Blue,XL,116,1000,42.79
ART-1371-OLI-XS,ART-1371,Oversized Hoodie,Olive Green,XS,187,1000,24.62
ART-1371-OLI-S,ART-1371,Oversized Hoodie,Olive Green,S,154,1000,18.25
ART-1371-OLI-M,ART-1371,Oversized Hoodie,Olive Green,M,148,1000,27.2
ART-1371-OLI-L,ART-1371,Oversized Hoodie,Olive Green,L,156,1000,28.53
ART-1371-OLI-XL,ART-1371,Oversized Hoodie,Olive Green,XL,160,1000,25.59
ART-1372-MID-XS,ART-1372,Graphic Tee,Midnight Black,XS,132,1000,43.58
ART-1372-MID-S,ART-1372,Graphic Tee,Midnight Black,S,121,1000,22.84
ART-1372-MID-M,ART-1372,Graphic Tee,Midnight Black,M,135,1000,21.09
ART-1372-MID-L,ART-1372,Graphic Tee,Midnight Black,L,132,1000,34.08
ART-1372-MID-XL,ART-1372,Graphic Tee,Midnight Black,XL,170,1000,36.92
ART-1372-CLA-XS,ART-1372,Graphic Tee,Classic White,XS,184,1000,43.62
ART-1372-CLA-S,ART-1372,Graphic Tee,Classic White,S,131,1000,27.47
ART-1372-CLA-M,ART-1372,Graphic Tee,Classic White,M,143,1000,26.69
ART-1372-CLA-L,ART-1372,Graphic Tee,Classic White,L,155,1000,29.03
ART-1372-CLA-XL,ART-1372,Graphic Tee,Classic White,XL,143,1000,42.51
ART-1372-NAV-XS,ART-1372,Graphic Tee,Navy Blue,XS,181,1000,21.73
ART-1372-NAV-S,ART-1372,Graphic Tee,Navy Blue,S,169,1000,15.44
ART-1372-NAV-M,ART-1372,Graphic Tee,Navy Blue,M,178,1000,31.27
ART-1372-NAV-L,ART-1372,Graphic Tee,Navy Blue,L,162,1000,20.96
ART-1372-NAV-XL,ART-1372,Graphic Tee,Navy Blue,XL,189,1000,12.92
ART-1372-OLI-XS,ART-1372,Graphic Tee,Olive Green,XS,185,1000,22.1
ART-1372-OLI-S,ART-1372,Graphic Tee,Olive Green,S,154,1000,14.0
ART-1372-OLI-M,ART-1372,Graphic Tee,Olive Green,M,112,1000,42.06
ART-1372-OLI-L,ART-1372,Graphic Tee,Olive Green,L,154,1000,22.89
ART-1372-OLI-XL,ART-1372,Graphic Tee,Olive Green,XL,121,1000,40.24
ART-1373-MID-XS,ART-1373,Oversized Hoodie,Midnight Black,XS,187,1000,13.24
ART-1373-MID-S,ART-1373,Oversized Hoodie,Midnight Black,S,171,1000,41.57
ART-1373-MID-M,ART-1373,Oversized Hoodie,Midnight Black,M,111,1000,29.14
ART-1373-MID-L,ART-1373,Oversized Hoodie,Midnight Black,L,113,1000,37.24
ART-1373-MID-XL,ART-1373,Oversized Hoodie,Midnight Black,XL,143,1000,34.6
ART-1373-CLA-XS,ART-1373,Oversized Hoodie,Classic White,XS,175,1000,14.9
ART-1373-CLA-S,ART-1373,Oversized Hoodie,Classic White,S,192,1000,32.0
ART-1373-CLA-M,ART-1373,Oversized Hoodie,Classic White,M,152,1000,24.81
ART-1373-CLA-L,ART-1373,Oversized Hoodie,Classic White,L,194,1000,30.5
ART-1373-CLA-XL,ART-1373,Oversized Hoodie,Classic White,XL,177,1000,22.92
ART-1373-NAV-XS,ART-1373,Oversized Hoodie,Navy Blue,XS,138,1000,44.7
ART-1373-NAV-S,ART-1373,Oversized Hoodie,Navy Blue,S,153,1000,17.38
ART-1373-NAV-M,ART-1373,Oversized Hoodie,Navy Blue,M,114,1000,19.33
ART-1373-NAV-L,ART-1373,Oversized Hoodie,Navy Blue,L,195,1000,30.97
ART-1373-NAV-XL,ART-1373,Oversized Hoodie,Navy Blue,XL,156,1000,41.51
ART-1373-OLI-XS,ART-1373,Oversized Hoodie,Olive Green,XS,198,1000,33.33
ART-1373-OLI-S,ART-1373,Oversized Hoodie,Olive Green,S,169,1000,33.64
ART-1373-OLI-M,ART-1373,Oversized Hoodie,Olive Green,M,136,1000,31.67
ART-1373-OLI-L,ART-1373,Oversized Hoodie,Olive Green,L,174,1000,35.32
ART-1373-OLI-XL,ART-1373,Oversized Hoodie,Olive Green,XL,129,1000,21.76
ART-1374-MID-XS,ART-1374,Cargo Pants,Midnight Black,XS,136,1000,28.64
ART-1374-MID-S,ART-1374,Cargo Pants,Midnight Black,S,168,1000,29.11
ART-1374-MID-M,ART-1374,Cargo Pants,Midnight Black,M,133,1000,41.15
ART-1374-MID-L,ART-1374,Cargo Pants,Midnight Black,L,194,1000,13.81
ART-1374-MID-XL,ART-1374,Cargo Pants,Midnight Black,XL,112,1000,35.21
ART-1374-CLA-XS,ART-1374,Cargo Pants,Classic White,XS,107,1000,20.36
ART-1374-CLA-S,ART-1374,Cargo Pants,Classic White,S,179,1000,30.89
ART-1374-CLA-M,ART-1374,Cargo Pants,Classic White,M,140,1000,32.76
ART-1374-CLA-L,ART-1374,Cargo Pants,Classic White,L,144,1000,25.23
ART-1374-CLA-XL,ART-1374,Cargo Pants,Classic White,XL,111,1000,19.65
ART-1374-NAV-XS,ART-1374,Cargo Pants,Navy Blue,XS,166,1000,17.5
ART-1374-NAV-S,ART-1374,Cargo Pants,Navy Blue,S,188,1000,29.27
ART-1374-NAV-M,ART-1374,Cargo Pants,Navy Blue,M,119,1000,27.15
ART-1374-NAV-L,ART-1374,Cargo Pants,Navy Blue,L,129,1000,14.7
ART-1374-NAV-XL,ART-1374,Cargo Pants,Navy Blue,XL,142,1000,39.92
ART-1374-OLI-XS,ART-1374,Cargo Pants,Olive Green,XS,120,1000,27.04
ART-1374-OLI-S,ART-1374,Cargo Pants,Olive Green,S,184,1000,12.7
ART-1374-OLI-M,ART-1374,Cargo Pants,Olive Green,M,159,1000,34.28
ART-1374-OLI-L,ART-1374,Cargo Pants,Olive Green,L,128,1000,34.39
ART-1374-OLI-XL,ART-1374,Cargo Pants,Olive Green,XL,107,1000,24.12
ART-1375-MID-XS,ART-1375,Cargo Pants,Midnight Black,XS,100,1000,17.31
ART-1375-MID-S,ART-1375,Cargo Pants,Midnight Black,S,149,1000,42.03
ART-1375-MID-M,ART-1375,Cargo Pants,Midnight Black,M,139,1000,32.63
ART-1375-MID-L,ART-1375,Cargo Pants,Midnight Black,L,128,1000,21.02
ART-1375-MID-XL,ART-1375,Cargo Pants,Midnight Black,XL,196,1000,18.31
ART-1375-CLA-XS,ART-1375,Cargo Pants,Classic White,XS,116,1000,43.12
ART-1375-CLA-S,ART-1375,Cargo Pants,Classic White,S,121,1000,12.33
ART-1375-CLA-M,ART-1375,Cargo Pants,Classic White,M,159,1000,18.61
ART-1375-CLA-L,ART-1375,Cargo Pants,Classic White,L,178,1000,32.8
ART-1375-CLA-XL,ART-1375,Cargo Pants,Classic White,XL,105,1000,29.18
ART-1375-NAV-XS,ART-1375,Cargo Pants,Navy Blue,XS,133,1000,17.26
ART-1375-NAV-S,ART-1375,Cargo Pants,Navy Blue,S,141,1000,18.84
ART-1375-NAV-M,ART-1375,Cargo Pants,Navy Blue,M,133,1000,17.28
ART-1375-NAV-L,ART-1375,Cargo Pants,Navy Blue,L,160,1000,13.1
ART-1375-NAV-XL,ART-1375,Cargo Pants,Navy Blue,XL,193,1000,29.93
ART-1375-OLI-XS,ART-1375,Cargo Pants,Olive Green,XS,156,1000,15.85
ART-1375-OLI-S,ART-1375,Cargo Pants,Olive Green,S,146,1000,44.92
ART-1375-OLI-M,ART-1375,Cargo Pants,Olive Green,M,164,1000,28.02
ART-1375-OLI-L,ART-1375,Cargo Pants,Olive Green,L,106,1000,34.23
ART-1375-OLI-XL,ART-1375,Cargo Pants,Olive Green,XL,174,1000,40.41
ART-1376-MID-XS,ART-1376,Slim Fit Denim,Midnight Black,XS,188,1000,26.73
ART-1376-MID-S,ART-1376,Slim Fit Denim,Midnight Black,S,136,1000,14.3
ART-1376-MID-M,ART-1376,Slim Fit Denim,Midnight Black,M,178,1000,21.66
ART-1376-MID-L,ART-1376,Slim Fit Denim,Midnight Black,L,137,1000,27.48
ART-1376-MID-XL,ART-1376,Slim Fit Denim,Midnight Black,XL,120,1000,14.4
ART-1376-CLA-XS,ART-1376,Slim Fit Denim,Classic White,XS,157,1000,27.37
ART-1376-CLA-S,ART-1376,Slim Fit Denim,Classic White,S,159,1000,23.77
ART-1376-CLA-M,ART-1376,Slim Fit Denim,Classic White,M,136,1000,19.2
ART-1376-CLA-L,ART-1376,Slim Fit Denim,Classic White,L,167,1000,12.85
ART-1376-CLA-XL,ART-1376,Slim Fit Denim,Classic White,XL,182,1000,22.76
ART-1376-NAV-XS,ART-1376,Slim Fit Denim,Navy Blue,XS,115,1000,27.45
ART-1376-NAV-S,ART-1376,Slim Fit Denim,Navy Blue,S,111,1000,15.95
ART-1376-NAV-M,ART-1376,Slim Fit Denim,Navy Blue,M,118,1000,38.95
ART-1376-NAV-L,ART-1376,Slim Fit Denim,Navy Blue,L,151,1000,42.71
ART-1376-NAV-XL,ART-1376,Slim Fit Denim,Navy Blue,XL,150,1000,38.27
ART-1376-OLI-XS,ART-1376,Slim Fit Denim,Olive Green,XS,168,1000,44.82
ART-1376-OLI-S,ART-1376,Slim Fit Denim,Olive Green,S,124,1000,31.85
ART-1376-OLI-M,ART-1376,Slim Fit Denim,Olive Green,M,186,1000,26.05
ART-1376-OLI-L,ART-1376,Slim Fit Denim,Olive Green,L,126,1000,30.95
ART-1376-OLI-XL,ART-1376,Slim Fit Denim,Olive Green,XL,134,1000,37.08
ART-1377-MID-XS,ART-1377,Graphic Tee,Midnight Black,XS,136,1000,34.22
ART-1377-MID-S,ART-1377,Graphic Tee,Midnight Black,S,153,1000,27.14
ART-1377-MID-M,ART-1377,Graphic Tee,Midnight Black,M,179,1000,17.23
ART-1377-MID-L,ART-1377,Graphic Tee,Midnight Black,L,172,1000,38.68
ART-1377-MID-XL,ART-1377,Graphic Tee,Midnight Black,XL,126,1000,22.11
ART-1377-CLA-XS,ART-1377,Graphic Tee,Classic White,XS,105,1000,31.96
ART-1377-CLA-S,ART-1377,Graphic Tee,Classic White,S,153,1000,32.28
ART-1377-CLA-M,ART-1377,Graphic Tee,Classic White,M,113,1000,28.85
ART-1377-CLA-L,ART-1377,Graphic Tee,Classic White,L,100,1000,38.32
ART-1377-CLA-XL,ART-1377,Graphic Tee,Classic White,XL,193,1000,40.66
ART-1377-NAV-XS,ART-1377,Graphic Tee,Navy Blue,XS,153,1000,39.98
ART-1377-NAV-S,ART-1377,Graphic Tee,Navy Blue,S,131,1000,16.99
ART-1377-NAV-M,ART-1377,Graphic Tee,Navy Blue,M,108,1000,44.42
ART-1377-NAV-L,ART-1377,Graphic Tee,Navy Blue,L,136,1000,35.85
ART-1377-NAV-XL,ART-1377,Graphic Tee,Navy Blue,XL,149,1000,14.83
ART-1377-OLI-XS,ART-1377,Graphic Tee,Olive Green,XS,197,1000,18.65
ART-1377-OLI-S,ART-1377,Graphic Tee,Olive Green,S,185,1000,15.67
ART-1377-OLI-M,ART-1377,Graphic Tee,Olive Green,M,190,1000,12.96
ART-1377-OLI-L,ART-1377,Graphic Tee,Olive Green,L,200,1000,38.87
ART-1377-OLI-XL,ART-1377,Graphic Tee,Olive Green,XL,115,1000,15.89
ART-1378-MID-XS,ART-1378,Graphic Tee,Midnight Black,XS,123,1000,38.21
ART-1378-MID-S,ART-1378,Graphic Tee,Midnight Black,S,135,1000,33.75
ART-1378-MID-M,ART-1378,Graphic Tee,Midnight Black,M,155,1000,36.14
ART-1378-MID-L,ART-1378,Graphic Tee,Midnight Black,L,175,1000,19.01
ART-1378-MID-XL,ART-1378,Graphic Tee,Midnight Black,XL,154,1000,24.2
ART-1378-CLA-XS,ART-1378,Graphic Tee,Classic White,XS,109,1000,15.44
ART-1378-CLA-S,ART-1378,Graphic Tee,Classic White,S,121,1000,36.86
ART-1378-CLA-M,ART-1378,Graphic Tee,Classic White,M,184,1000,22.53
ART-1378-CLA-L,ART-1378,Graphic Tee,Classic White,L,113,1000,21.56
ART-1378-CLA-XL,ART-1378,Graphic Tee,Classic White,XL,118,1000,34.68
ART-1378-NAV-XS,ART-1378,Graphic Tee,Navy Blue,XS,174,1000,44.64
ART-1378-NAV-S,ART-1378,Graphic Tee,Navy Blue,S,164,1000,33.24
ART-1378-NAV-M,ART-1378,Graphic Tee,Navy Blue,M,195,1000,18.48
ART-1378-NAV-L,ART-1378,Graphic Tee,Navy Blue,L,147,1000,22.98
ART-1378-NAV-XL,ART-1378,Graphic Tee,Navy Blue,XL,172,1000,24.76
ART-1378-OLI-XS,ART-1378,Graphic Tee,Olive Green,XS,106,1000,24.7
ART-1378-OLI-S,ART-1378,Graphic Tee,Olive Green,S,189,1000,44.79
ART-1378-OLI-M,ART-1378,Graphic Tee,Olive Green,M,161,1000,22.81
ART-1378-OLI-L,ART-1378,Graphic Tee,Olive Green,L,195,1000,36.41
ART-1378-OLI-XL,ART-1378,Graphic Tee,Olive Green,XL,148,1000,37.2
ART-1379-MID-XS,ART-1379,Summer Dress,Midnight Black,XS,145,1000,15.43
ART-1379-MID-S,ART-1379,Summer Dress,Midnight Black,S,105,1000,21.89
ART-1379-MID-M,ART-1379,Summer Dress,Midnight Black,M,153,1000,34.4
ART-1379-MID-L,ART-1379,Summer Dress,Midnight Black,L,112,1000,14.87
ART-1379-MID-XL,ART-1379,Summer Dress,Midnight Black,XL,140,1000,35.89
ART-1379-CLA-XS,ART-1379,Summer Dress,Classic White,XS,104,1000,27.45
ART-1379-CLA-S,ART-1379,Summer Dress,Classic White,S,194,1000,34.4
ART-1379-CLA-M,ART-1379,Summer Dress,Classic White,M,174,1000,37.81
ART-1379-CLA-L,ART-1379,Summer Dress,Classic White,L,176,1000,22.73
ART-1379-CLA-XL,ART-1379,Summer Dress,Classic White,XL,178,1000,26.58
ART-1379-NAV-XS,ART-1379,Summer Dress,Navy Blue,XS,113,1000,41.72
ART-1379-NAV-S,ART-1379,Summer Dress,Navy Blue,S,117,1000,21.5
ART-1379-NAV-M,ART-1379,Summer Dress,Navy Blue,M,113,1000,37.97
ART-1379-NAV-L,ART-1379,Summer Dress,Navy Blue,L,136,1000,34.34
ART-1379-NAV-XL,ART-1379,Summer Dress,Navy Blue,XL,112,1000,17.49
